n_electric,n_mechanical,timestamp
0,0,1631207564
7,1,1630758764
7,14,1632769364
5,8,1632701564
1,0,1631523764
3,3,1630362764
8,10,1631727164
2,12,1630484564
3,4,1632060164
2,18,1632808364
9,12,1632197564
5,3,1631437364
0,1,1630333964
7,7,1630884764
2,12,1630485764
0,5,1632757364
9,11,1631326364
1,5,1632299564
2,18,1632016964
9,10,1631324564
7,5,1630866764
5,5,1631155364
1,4,1631035364
9,12,1631743964
1,5,1631704964
1,1,1630173164
3,3,1632666764
0,5,1631305964
3,8,1632582164
0,13,1631781764
0,1,1630944164
2,3,1630713164
3,8,1632057764
5,8,1632529964
1,4,1631794364
1,6,1630149764
3,8,1632582764
3,5,1630254764
10,12,1631257964
3,8,1631080364
1,2,1631191964
5,16,1630535565
2,9,1631489564
3,6,1630434164
5,16,1632269564
5,11,1630648964
5,16,1630534366
0,5,1631869964
3,6,1630956164
2,3,1632495764
1,0,1631454164
3,7,1631472164
0,0,1632132764
2,3,1630689764
3,4,1632235364
7,12,1631347364
0,5,1632304964
1,15,1632005564
4,10,1630459364
5,16,1630548764
3,9,1631505764
4,2,1632501764
3,5,1632235964
0,0,1630332164
1,2,1630839164
2,11,1631289764
9,6,1631418164
9,5,1631416964
12,8,1631911364
0,2,1632599564
5,11,1630648364
0,10,1631007764
1,1,1630173764
5,7,1630816364
5,16,1630530164
9,12,1632189164
4,8,1631079764
1,4,1631019764
5,16,1632792164
1,2,1632153164
2,2,1632336164
9,12,1632193964
2,17,1632809564
1,8,1631463764
0,2,1632424364
2,0,1630290764
1,6,1630725164
7,12,1631728964
1,11,1632052964
1,1,1631088764
6,6,1631953364
0,0,1632224564
2,7,1631475164
5,16,1630539764
0,0,1631682764
6,13,1630989164
3,6,1630598564
0,2,1630197164
3,4,1630749164
6,3,1630755164
2,4,1632481964
0,9,1632589964
2,0,1632675164
6,8,1632692565
5,7,1630822964
0,1,1630209164
9,3,1631431964
2,2,1631697764
5,15,1631588564
0,2,1630200164
0,1,1630217564
3,1,1630419764
2,1,1630935164
0,11,1631812364
4,10,1630456964
6,9,1632762164
6,13,1630978964
6,7,1630807364
5,15,1631578364
5,2,1630423364
2,6,1630720964
5,15,1631592764
1,0,1632742964
5,11,1631988164
1,10,1631514164
3,7,1630504364
1,1,1630258964
3,6,1630511564
5,16,1630528965
1,0,1631088164
4,14,1631772164
6,13,1630983764
2,5,1631039564
0,3,1631881364
9,5,1631413364
1,11,1631811764
5,10,1630450364
2,9,1631496764
3,5,1632379964
2,7,1630736564
1,2,1631698964
5,9,1630856564
2,4,1630232564
5,3,1631403164
1,1,1630678964
0,0,1632135764
10,11,1632451964
0,3,1632601964
1,1,1630407164
4,8,1632718364
1,3,1632333163
2,3,1632325364
5,16,1630540964
3,3,1631712764
5,16,1632276764
9,12,1631755964
3,9,1630440164
1,2,1632388964
1,3,1630783964
2,0,1631643764
6,9,1630855364
9,12,1631751164
5,8,1630906364
1,5,1632213164
13,8,1632360164
2,0,1631196764
10,10,1632439964
1,6,1630663964
9,10,1631253164
0,10,1631817764
3,6,1630910564
2,5,1630948364
1,5,1632213764
2,1,1630345364
4,8,1632710564
4,3,1632660764
0,3,1632606764
4,8,1632712364
14,7,1631942564
0,4,1632402164
5,16,1630532564
6,2,1630843964
2,6,1632158564
10,8,1631662364
6,3,1631890364
0,2,1630269764
4,1,1632502964
3,1,1631381564
13,8,1632351764
2,12,1630485164
1,6,1631043765
4,1,1632627164
9,12,1632169964
4,8,1632760964
2,10,1632826364
0,9,1631511764
2,2,1630286564
4,1,1632624164
3,8,1630241564
9,10,1631325164
9,9,1631946164
0,4,1630834964
3,3,1632667964
6,13,1631343164
13,8,1632369164
2,3,1632084831
9,6,1631421764
10,8,1632460964
5,16,1630538564
7,7,1631630564
11,10,1632441764
6,7,1631951564
0,1,1630220564
8,7,1630885364
0,2,1630205564
5,12,1632263564
5,16,1632789164
4,8,1632534164
4,4,1630378364
5,3,1631395364
8,3,1632415964
1,2,1632496364
1,1,1630679564
5,15,1630526564
1,5,1632328964
5,12,1630479764
9,12,1632195164
5,13,1631842964
5,16,1632778364
5,5,1631163164
5,3,1631364164
0,9,1632831764
1,3,1630783364
1,5,1630580564
3,5,1630253563
3,7,1630501364
0,0,1632730964
4,1,1632634964
13,8,1632366164
7,13,1632764564
3,1,1631213564
8,5,1630865564
0,1,1631091764
5,8,1632705164
2,6,1630144964
1,1,1632385364
10,9,1632459764
0,0,1632733364
3,18,1632015764
14,8,1631936564
2,0,1632748364
0,4,1631639564
3,4,1631690564
0,13,1631778164
6,4,1631435564
3,1,1631380364
0,5,1632238964
1,6,1630724564
0,6,1632307364
5,8,1632705764
4,1,1632629564
5,8,1632526964
7,7,1631062364
6,8,1632691963
14,8,1631940764
0,0,1630177964
4,11,1631266364
1,11,1632579764
5,3,1631396564
5,10,1632543164
6,15,1631571164
1,5,1630786964
2,2,1632643364
2,7,1630512764
2,9,1631502764
0,3,1630321964
0,2,1632615164
1,1,1630228364
3,0,1631212364
3,4,1632106364
1,5,1630668164
1,6,1630665164
4,4,1631359364
2,0,1631622164
2,1,1630289564
7,8,1630902164
5,16,1630533164
8,12,1631741564
4,1,1632628964
5,8,1630826564
4,10,1630652564
0,1,1631880164
0,1,1631187764
9,2,1631903564
6,1,1631438564
5,11,1631265764
4,5,1630716764
2,9,1631509364
3,17,1632036764
1,1,1631177564
0,8,1631610764
6,15,1631575364
0,2,1630318964
0,4,1630190564
5,12,1631967764
1,4,1631702564
0,4,1631048564
4,9,1630602764
1,3,1632319964
0,4,1630189364
5,10,1631824964
2,3,1632380564
0,10,1632054764
0,6,1631874164
1,3,1630586564
0,9,1631791364
2,7,1630146764
4,1,1632627764
8,3,1630707164
4,10,1631823764
6,13,1631850764
5,1,1632427364
6,2,1630704164
3,0,1630398764
5,16,1632793364
0,4,1631035964
1,6,1630158164
2,4,1631373764
1,13,1631995364
1,3,1630404164
1,1,1630324964
3,16,1630563164
6,5,1631960564
2,4,1631517164
5,15,1631583164
5,7,1630815164
5,2,1631440364
0,9,1631008364
5,8,1630857164
3,3,1630840964
2,9,1631802764
2,9,1631501564
14,8,1631941364
2,13,1631267564
4,6,1630432964
2,10,1630963364
8,9,1631320364
12,8,1631908364
1,3,1631198564
5,12,1631856764
6,2,1631368364
1,5,1632296564
10,8,1631668964
3,4,1630436564
5,16,1630553564
9,3,1631432564
4,1,1630683764
13,8,1632355364
7,6,1630871564
5,1,1632725564
2,3,1632672764
7,12,1630638164
5,12,1630481565
1,5,1630581764
0,13,1631780564
6,7,1632684764
2,0,1630297364
6,4,1631404364
2,14,1631271164
5,5,1631161964
5,8,1632693764
9,6,1631419964
4,8,1632711164
5,11,1630647764
7,4,1630862564
0,7,1632595364
2,8,1630600964
3,2,1630845164
3,3,1630358564
1,0,1630303364
0,0,1631534564
0,5,1632756164
9,12,1631755364
4,5,1631548964
1,0,1630922564
11,6,1631422364
2,3,1631171564
9,12,1632181364
7,8,1630897363
1,0,1630340564
5,16,1632282764
0,4,1631097164
1,0,1632674564
8,8,1632462764
0,2,1632616364
2,9,1631498564
1,7,1630508564
2,14,1632578619
2,9,1630659764
4,5,1632237164
1,4,1632646364
0,1,1631180564
8,7,1630887764
2,1,1632420164
3,5,1630153964
1,0,1632744164
10,12,1631233964
3,3,1632666164
0,1,1631885564
3,2,1631696564
4,4,1630380764
5,9,1631964164
3,5,1632253965
1,1,1630339964
10,1,1630687364
1,3,1630675964
5,15,1631584964
9,12,1631742764
1,10,1631604764
6,3,1631649764
2,0,1630292564
9,11,1631229164
1,9,1630576964
2,0,1632227564
5,5,1631152364
2,0,1630923764
5,16,1632807164
2,10,1631809964
1,6,1630726364
2,1,1630282964
1,0,1630408964
6,2,1630768364
7,1,1630702964
3,18,1632027764
4,10,1630249964
5,7,1630860764
9,9,1631318564
6,8,1631074364
1,12,1632816764
5,10,1630474364
2,9,1631497364
5,5,1631149964
2,0,1630394564
3,15,1631976764
4,18,1632024164
6,13,1631851364
2,9,1631292764
3,7,1631687564
0,4,1632602564
6,13,1631850164
1,10,1632832364
0,2,1632152564
1,14,1632291764
5,11,1632164564
9,12,1631251964
0,7,1631636564
4,3,1630257164
2,10,1631861564
1,5,1630150364
0,12,1632819764
0,6,1631302964
5,8,1632698564
1,2,1631130764
1,4,1631357564
9,12,1632193364
0,3,1630835564
8,12,1631971364
1,0,1632744764
5,5,1631150564
10,8,1631661764
2,4,1632081164
5,16,1632776564
1,6,1630582364
7,11,1631969564
1,1,1630407764
0,3,1632063764
0,5,1631013764
2,9,1631496164
1,12,1630486964
5,7,1630813964
3,10,1631804564
5,5,1631164364
9,2,1631904164
0,3,1630912364
4,7,1630251164
4,12,1630993364
4,1,1632632564
5,13,1631835764
1,11,1632585764
0,2,1630943564
6,13,1630987364
4,3,1630753364
5,16,1630533764
5,16,1632784964
4,10,1630455164
1,2,1630276964
13,8,1632370964
2,13,1630564964
1,1,1631521964
9,5,1631413964
9,12,1631748164
0,4,1631303564
10,12,1631247764
8,12,1631737964
2,2,1630937564
2,5,1630744964
0,4,1631200364
1,2,1631698364
2,3,1630230764
0,4,1631868764
5,8,1632700964
9,12,1631760164
5,10,1630467163
10,8,1631680364
6,3,1631899364
0,0,1630697564
1,7,1632555164
0,4,1632612164
5,2,1630759964
1,1,1630405364
0,3,1630836164
0,2,1631877764
5,5,1631157764
4,5,1632236564
2,0,1630411964
4,1,1632624764
2,3,1632381164
5,10,1630463564
0,0,1632225164
5,16,1630552364
0,3,1630191164
4,7,1630804364
1,5,1630579964
4,3,1631366564
6,8,1632690764
1,5,1630596164
9,12,1631749364
3,3,1632092564
0,15,1632009164
4,4,1632154364
9,12,1631750564
2,6,1630507964
5,16,1632778964
2,7,1630735964
1,5,1631866964
0,11,1631788364
2,5,1631053964
10,8,1631666564
2,4,1631452364
10,11,1632445364
3,9,1630440764
3,3,1630711964
1,0,1630309364
7,12,1630638764
6,2,1631367764
6,7,1630129364
3,10,1630447964
1,2,1632141164
5,6,1631628764
7,11,1630643564
5,8,1632527564
5,5,1632342764
5,3,1631368964
3,7,1632309764
3,4,1632113564
2,2,1631115764
0,8,1632557564
3,4,1632098564
4,1,1630843364
2,6,1632329564
7,12,1630640564
13,8,1632364964
4,4,1631358764
0,4,1632244364
1,4,1632078764
6,8,1631076164
5,5,1631163764
0,12,1631992964
0,1,1630913564
0,3,1632598364
3,7,1630137764
1,5,1631044364
5,3,1631403764
1,2,1630277564
0,11,1632820364
7,8,1630903964
8,10,1631971964
1,8,1632583364
0,1,1632246164
3,7,1630800164
1,6,1632511964
6,13,1630991564
4,1,1631692964
0,12,1631784764
1,6,1632061964
4,17,1632039764
6,15,1632773564
1,7,1630495964
5,4,1632430964
4,3,1631124164
0,5,1631793164
0,0,1631117564
5,7,1631724164
3,6,1632308564
0,3,1631871164
9,12,1632187364
0,1,1632064364
1,1,1630282364
2,1,1630769564
1,1,1630170764
1,4,1632080564
0,1,1630219364
1,0,1630680164
8,3,1630707764
5,3,1632430364
6,6,1630873964
2,1,1630930364
5,9,1630244564
3,0,1631383364
0,2,1630270364
5,12,1630972964
0,13,1631782964
1,4,1631050364
1,2,1630404764
6,15,1631577764
6,13,1630989764
0,4,1631872964
1,4,1631019164
2,5,1632510764
2,12,1631827364
1,3,1631880764
0,2,1630273964
2,5,1631706764
0,5,1630740164
4,10,1632538964
9,12,1631757764
0,10,1632836564
5,5,1631157164
6,11,1632259964
1,12,1630488164
7,12,1631739764
12,8,1631910764
3,18,1632022364
1,2,1630261364
1,1,1631185364
5,10,1630465364
6,13,1630981364
5,12,1630972364
3,7,1631797364
1,0,1632490964
3,12,1630518164
8,5,1630869764
9,12,1632185564
0,10,1632828764
0,1,1630312964
13,8,1631944364
4,4,1630383164
3,1,1632637364
4,8,1632709964
0,0,1632124364
3,4,1631451164
0,13,1632587564
1,8,1630575764
0,1,1630260164
3,1,1630750364
7,5,1632681164
4,3,1631709164
2,6,1630152764
0,2,1630202564
0,2,1632222764
4,4,1631715764
6,13,1631848964
4,4,1631169764
5,16,1632790364
3,10,1632581564
2,4,1631136164
5,16,1632780164
6,13,1630979564
4,4,1632469364
3,18,1632025363
7,14,1630852364
6,13,1631852564
5,10,1630472564
7,11,1630644764
1,4,1631049164
1,0,1630335764
2,12,1631991164
0,2,1631615564
2,3,1630354964
5,10,1630466564
10,12,1632175964
0,0,1630316564
4,4,1630383764
0,11,1632820964
1,7,1631634764
5,2,1630425764
3,8,1631079164
1,7,1630498964
1,0,1632745964
1,7,1631010764
1,0,1631617964
9,2,1630686164
5,16,1632799364
1,3,1632651764
3,15,1631976164
1,2,1630260764
12,8,1632372764
7,4,1631434964
0,3,1630836764
7,7,1630875764
3,4,1631122364
0,4,1631095364
10,12,1632169364
3,9,1630830764
14,8,1631940164
3,9,1631820164
1,1,1631536964
0,1,1630682564
5,4,1631720564
3,12,1631978564
1,10,1631981565
1,0,1630409564
0,5,1632300164
9,12,1631749964
2,9,1630660364
7,4,1632416564
8,12,1631770364
3,4,1632112964
13,8,1631922764
4,0,1630681964
7,4,1631217164
3,7,1631688764
0,11,1631287364
2,0,1632145964
4,10,1630456364
4,14,1631772764
5,13,1631839964
2,9,1631490764
3,3,1632096164
8,4,1631902964
8,4,1631445164
2,4,1631136957
10,8,1631665964
10,8,1631672564
4,1,1631209964
3,8,1632549764
3,11,1630966964
5,13,1630992764
2,0,1632422564
1,3,1632322964
1,6,1632333764
3,18,1632015164
9,12,1631754164
0,5,1630911764
3,5,1632154964
2,12,1632811964
8,12,1631742164
1,11,1630489364
1,2,1631120564
0,1,1630212164
7,8,1630891364
5,13,1631841764
10,12,1632173564
0,1,1630222364
3,16,1632013964
0,6,1631637164
1,2,1630337564
5,16,1630545764
7,1,1632680564
9,9,1631315564
1,3,1632670364
6,7,1631064764
0,10,1631818364
1,7,1631513564
2,3,1632251564
6,15,1631576618
4,17,1632039164
5,15,1630525964
0,15,1632007964
7,6,1632681764
4,8,1632715364
6,7,1631950964
0,12,1631784164
0,8,1631635964
3,7,1630502564
1,0,1632249164
3,18,1632027164
1,0,1630770764
7,13,1630624364
7,12,1631331164
2,6,1630156964
4,3,1630256564
6,3,1632429764
6,13,1630985564
0,0,1630917164
0,1,1632396164
2,18,1632018164
13,8,1632357764
1,5,1631307164
8,4,1631217764
1,8,1630235564
5,8,1632697364
0,0,1630180364
1,8,1632553364
14,8,1631931164
8,5,1632414164
0,2,1630268563
4,2,1631691163
3,15,1631597564
5,8,1631078564
12,8,1632349364
3,4,1632105764
2,0,1631383964
0,1,1630221164
2,7,1630239163
4,3,1631542364
1,3,1632614564
10,12,1632174164
5,4,1631719964
0,0,1632121964
2,9,1631002964
1,3,1632322364
1,11,1631787764
12,7,1631907164
1,10,1631288564
5,2,1630764164
1,11,1632816164
2,0,1630347764
5,16,1632796964
3,11,1630515764
5,15,1631585564
3,5,1632340364
1,11,1630489964
7,5,1631446364
4,9,1630444964
10,10,1631321564
3,3,1632093164
0,8,1631790764
9,5,1631416364
1,1,1632480764
1,12,1631279564
1,3,1632605564
2,0,1632144764
2,5,1631706164
3,5,1631140554
0,2,1630326764
8,2,1630705964
0,1,1630327964
1,3,1632065564
2,4,1631370164
3,1,1631392364
1,0,1631535164
0,6,1631792564
4,3,1631541164
6,13,1630981964
7,10,1631949764
14,8,1631929964
8,12,1632201764
3,11,1631982764
5,13,1631838764
4,11,1630521764
1,2,1630418564
5,13,1631836364
10,12,1631236364
2,1,1631202164
1,0,1630938164
5,6,1630438364
0,1,1630218164
2,13,1631277164
2,6,1630713764
14,8,1631934164
9,11,1630854164
0,7,1631028764
5,8,1632709364
2,5,1631638964
5,16,1632803564
3,6,1630597964
6,9,1630860164
6,13,1630621364
0,12,1632580364
10,12,1631248364
2,0,1632677564
1,13,1631994764
4,8,1632713564
0,8,1631635364
1,6,1631543564
7,14,1632769964
1,1,1631641964
4,7,1630803764
5,16,1630545164
2,9,1631507564
7,1,1632679964
9,12,1632180164
7,8,1630899164
11,6,1631425364
0,5,1631047364
1,7,1630234364
7,1,1630758164
5,5,1631164964
8,12,1631336564
2,4,1632672164
9,6,1631418764
7,12,1630639964
5,8,1632708764
2,0,1630291964
0,6,1632474164
1,0,1630412564
1,1,1630281164
3,3,1630363364
3,3,1632091363
1,4,1631134364
0,1,1631175164
6,13,1630621964
2,9,1631488364
3,4,1631449964
2,9,1631815964
7,8,1630894964
7,7,1630877564
3,7,1630795964
1,3,1632153764
4,2,1631695364
0,1,1630314764
0,0,1630329764
3,4,1632115364
5,10,1632259364
5,3,1631397164
3,10,1630513964
2,7,1630147364
3,9,1630444364
1,0,1631535764
5,16,1632273764
1,1,1632387764
1,11,1630488764
0,5,1631876564
2,7,1630239764
0,2,1630274564
1,2,1631197364
5,6,1630873364
4,5,1630252964
1,1,1630175564
9,12,1631763164
3,18,1632025964
6,4,1631652764
2,2,1632143564
5,7,1630818164
2,8,1631297564
7,12,1631328764
4,15,1631977964
13,8,1631920964
13,8,1632356564
7,12,1631328164
4,16,1632288764
3,7,1630137164
6,4,1631898764
0,7,1631300564
3,9,1631292164
0,0,1630698764
1,10,1631005964
1,4,1630588364
0,11,1632822164
3,0,1631644364
2,0,1630348364
2,3,1630230164
2,1,1631378564
8,12,1631740964
2,1,1630290164
6,13,1630974764
0,2,1632218564
10,8,1631665364
0,0,1632738164
2,0,1630930964
1,4,1632320564
1,4,1630583564
6,2,1630755764
4,10,1631821364
1,1,1630174964
6,8,1631076764
4,4,1630374764
14,8,1631937764
1,5,1630667564
5,8,1632694964
7,13,1630626164
6,1,1630756964
12,8,1631908964
2,8,1630998164
4,17,1632808964
1,1,1630159964
1,2,1631194964
1,8,1631470364
1,0,1630225964
8,4,1631653964
0,2,1630192964
10,11,1632456164
14,8,1631927564
9,12,1632196964
8,9,1632438164
2,3,1632381764
5,16,1630531964
4,1,1632679364
5,2,1631394764
4,1,1630752164
9,10,1631946764
9,11,1630609964
2,6,1632159164
1,1,1632492764
3,8,1631862764
2,7,1630505564
8,9,1631317964
1,14,1632047564
5,14,1631595164
3,13,1631974964
3,5,1631460764
1,0,1630302764
5,3,1632468764
1,4,1631083364
5,5,1631146364
14,8,1631916164
1,2,1632141764
3,4,1631451764
10,8,1631667164
1,0,1632246764
2,12,1631986364
1,11,1630493564
0,0,1630914764
2,13,1631830964
8,7,1632465164
4,18,1632033764
0,1,1630334564
1,5,1630791164
10,12,1632174764
0,1,1630210364
4,4,1631721164
14,8,1631941964
10,12,1632171164
0,3,1631112164
3,4,1632110564
5,5,1631149364
0,0,1631613164
1,9,1630568564
2,9,1632205964
2,3,1630351964
2,0,1630293764
0,4,1630946564
8,5,1631410964
3,1,1632621164
5,8,1632695564
0,2,1632615764
2,2,1630420964
0,0,1632120827
3,6,1630599164
4,6,1630950764
1,7,1631031164
4,10,1630603419
1,2,1631641364
6,7,1630128164
2,12,1631991764
0,12,1631601828
1,0,1630302164
9,7,1631658164
3,6,1632759164
3,5,1630954364
2,11,1631984564
6,8,1631071964
6,8,1632689564
7,12,1630641164
4,4,1630384964
3,1,1631391764
1,8,1631298764
6,13,1630974164
1,0,1630414964
1,7,1630497164
2,0,1632228764
0,0,1630920164
4,11,1632262964
3,11,1630521164
2,9,1631491364
13,8,1631922164
6,4,1631652164
0,4,1632069164
3,6,1630153364
3,11,1630967564
10,12,1632172964
2,3,1630357364
1,3,1630782164
4,9,1631964764
3,4,1632106964
1,3,1632652964
2,1,1630766564
9,6,1631420564
6,15,1631567564
0,0,1630162364
0,12,1632586964
5,13,1631838164
1,0,1631206964
7,12,1630615364
8,12,1631253764
1,0,1630304564
0,2,1630164764
7,12,1631730164
7,10,1630477364
0,4,1632477764
0,13,1631994164
9,5,1631415164
0,3,1630779164
10,8,1632464564
10,9,1631945564
7,13,1631348564
1,5,1632079964
5,16,1632775364
4,1,1632503564
1,4,1631866364
5,1,1631399564
3,4,1631450564
2,6,1631100764
0,7,1632207164
2,7,1631299364
5,5,1631148164
4,5,1631628164
9,12,1632186764
7,14,1632765164
13,8,1632363764
1,1,1632248564
1,2,1632642764
1,3,1632231164
7,5,1632433364
5,3,1632466964
8,8,1631660564
10,8,1631675564
0,0,1632073364
4,6,1630715564
1,7,1632514964
6,11,1630649564
0,1,1630216964
2,11,1630965764
4,2,1631390564
1,5,1632212564
0,1,1630180964
4,5,1631955764
4,12,1630482764
1,4,1632332564
3,6,1630141964
1,10,1631514764
8,7,1631657564
2,7,1631481164
5,15,1631593364
1,1,1630263764
9,12,1631230964
0,0,1632736364
4,5,1631166764
1,4,1632211364
5,15,1630527764
8,7,1630878164
2,7,1630732964
13,8,1632360764
7,12,1631254964
6,8,1631725364
0,2,1630199564
5,10,1630450964
0,1,1631175764
1,10,1631819564
4,8,1632712964
9,7,1631558564
3,9,1631353964
0,6,1631874764
14,8,1631925164
1,0,1632749563
5,15,1631587431
3,9,1630443164
9,12,1632183164
2,6,1632473564
6,7,1630247564
2,7,1630733564
6,6,1631686364
2,9,1631490164
1,2,1630837964
0,11,1631286764
1,9,1631026364
0,0,1630693364
2,8,1632550364
1,4,1632081764
6,15,1631566364
3,18,1632028364
4,10,1631965364
1,0,1631619764
3,9,1630441364
10,8,1631673764
0,1,1631613764
6,15,1632772964
2,8,1632519764
9,2,1631895164
4,18,1632022964
1,13,1632577964
7,12,1631332364
2,6,1630719764
5,7,1632343964
2,5,1632156764
2,10,1630995764
9,4,1631220764
8,7,1630885964
7,10,1631949164
0,1,1630329164
5,7,1630438964
0,0,1632122564
5,2,1630842764
1,4,1630595564
1,0,1630771964
7,11,1630606364
2,3,1632670964
2,9,1630997564
6,5,1630431164
5,15,1631582564
9,8,1632461564
1,1,1630339364
4,1,1632504764
2,9,1630658564
7,3,1632417164
1,10,1631468564
2,3,1632250364
0,3,1631183564
0,4,1632403364
10,12,1631235164
6,2,1630762964
3,3,1632665564
8,7,1630887164
0,4,1632306164
2,7,1631480564
0,4,1632078164
5,16,1632268364
3,13,1632812564
0,13,1631779364
7,7,1630881764
5,16,1632775964
3,12,1630483364
3,2,1630422164
2,3,1630784564
1,6,1632512564
2,9,1631493764
2,0,1632225764
0,5,1631016164
0,2,1630942964
5,16,1632783164
2,1,1630288964
0,5,1631302364
10,12,1631242964
2,7,1631479364
5,15,1631580218
0,10,1631812964
0,0,1630332764
8,4,1631361764
6,13,1630976564
5,1,1631394164
2,9,1630601564
6,7,1632685964
3,2,1630344164
0,3,1632219764
0,5,1631793764
1,12,1630487564
2,7,1631475764
10,11,1632450164
1,7,1630956764
1,0,1632748964
6,7,1630807964
0,1,1631187164
6,8,1632345764
1,7,1630234964
3,0,1630398164
3,7,1631080964
2,9,1631001164
5,16,1630555364
3,5,1632470564
7,8,1631725964
1,2,1631195564
1,3,1631551964
6,5,1632432764
3,5,1630746764
1,7,1632554564
8,5,1630869164
2,6,1630738964
5,8,1632528764
13,8,1632357164
5,3,1631646764
5,2,1630767164
4,2,1632663164
0,8,1631029964
1,9,1631355764
0,4,1632475964
3,1,1632638564
1,0,1632641564
1,0,1632484364
5,10,1630474964
0,6,1631800964
9,12,1631747564
3,9,1631505164
5,15,1631581964
1,11,1632833564
0,1,1632406364
4,5,1630371164
1,1,1631172764
3,6,1632471164
6,4,1630430564
7,13,1632763364
5,5,1631360564
7,5,1631404964
0,4,1631868164
5,7,1630815764
2,6,1630152164
10,5,1631224964
0,2,1630198364
1,4,1630581164
3,6,1630949564
2,10,1631814164
6,13,1631853164
6,7,1630808564
4,4,1630388564
1,6,1631544164
1,8,1631609022
10,8,1631679164
13,8,1631914364
0,10,1631007164
5,12,1631966564
1,1,1632138164
8,10,1631948564
0,12,1631285564
4,10,1630453364
2,4,1630367564
1,15,1631999564
0,4,1632611564
3,5,1631707964
14,8,1631923964
0,8,1630236164
5,7,1630812764
2,8,1631802164
9,12,1631766164
7,2,1632418964
5,8,1632699764
2,7,1630513364
0,2,1631089964
1,0,1630915364
2,9,1631502164
5,7,1631958764
3,4,1632102164
2,9,1630659164
2,13,1631274764
5,8,1632703964
1,1,1632491564
0,1,1632397364
3,4,1632499364
4,4,1631955164
0,9,1631512364
1,7,1630663364
14,8,1631926964
1,1,1631203364
3,17,1632037364
13,8,1632362564
2,5,1630146164
2,1,1632425564
5,16,1632795164
3,0,1630395164
8,12,1631260364
9,8,1632436364
0,0,1631524964
1,15,1632000164
1,1,1632384164
0,2,1630195964
6,8,1631075564
0,8,1632593564
3,2,1631697164
4,4,1630384364
4,8,1632715964
0,5,1632301964
9,12,1632170564
4,4,1630368764
3,5,1632338564
2,8,1631353364
1,5,1630789364
0,1,1630209764
4,0,1631388764
10,12,1632176564
9,8,1631312564
11,6,1631426564
1,15,1632003164
1,10,1631603564
3,9,1630602164
2,4,1630596764
0,0,1632735764
0,0,1632408764
1,6,1632757964
0,12,1632565364
4,5,1631626964
1,4,1632607364
2,1,1630284764
0,1,1630324364
1,3,1632240764
0,7,1631608364
1,6,1632294164
1,13,1632564764
2,9,1631508764
9,12,1632190964
7,9,1630855964
2,4,1632252164
5,8,1632708164
8,12,1630611764
1,3,1632139964
6,13,1631846564
5,11,1632163364
7,8,1630893164
9,12,1632184364
7,3,1630687964
8,10,1630854764
2,3,1630351364
0,1,1630692164
0,1,1630210964
3,3,1630363964
2,1,1630928564
3,3,1632093764
2,12,1630519964
4,3,1630845764
5,6,1630872164
6,6,1631058164
